accident_id	ST_CASE	VE_TOTAL	VE_FORMS	PEDS	PERSONS	COUNTY	county_name	CITY	city_name	DAY	MONTH	YEAR	HOUR	MINUTE	NHS	FUNC_SYS	func_sys_lit	ROAD_FNC	road_fnc_lit	RD_OWNER	rd_owner_lit	TWAY_ID	TWAY_ID2	LATITUDE	LONGITUD	SP_JUR	sp_jur_lit	HARM_EV	harm_ev_lit	MAN_COLL	man_coll_lit	RELJCT1	RELJCT2	TYP_INT	WRK_ZONE	REL_ROAD	LGT_COND	lgt_cond_lit	WEATHER	weather_lit	SCH_BUS	CF1	CF2	CF3	cf1_lit	cf2_lit	cf3_lit	FATALS	A_INTER	a_inter_lit	A_ROADFC	a_road_fc_lit	A_TOD	a_tod_lit	A_DOW	a_dow_lit	A_LT	a_lt_lit	A_SPCRA	a_spcra_lit	A_PED	a_ped_lit	A_PED_F	a_ped_f_lit	A_PEDAL	a_pedal_lit	A_PEDAL_F	a_pedal_f_lit	A_POLPUR	a_polour_lit	A_POSBAC	a_posbac_lit	A_DIST	a_dist_lit	A_DROWSY	a_drowsy_lit	INDIAN_RES	indian_res_lit
2012040308	40308	2	2	0	3	13	MARICOPA	227	GUADALUPE	16	5	2012	18	27	0		.	16	Urban-Local Road or Street		.	CALLE GUADALUPE	CALLE SAHUARO	33.363700000	-111.965338890	0	No Special Jurisdiction	12	Motor Vehicle In-Transport	6	Angle	0	2	2	0	1	1	Daylight	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	6	Local	2	Nighttime	1	Weekday	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	All Drivers With ZERO BAC Testing Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2012040309	40309	1	1	0	7	17	NAVAJO	0	NONE LISTED	18	5	2012	11	33	0		.	4	Rural-Major Collector		.	US-163		36.743594440	-110.230319440	3	Indian Reservation	38	Fence	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	4	1	Daylight	1	Clear	No	0	0	0	None	None	None	3	2	Non-Interstate	5	Collector	1	Daytime	1	Weekday	2	Other Crash	1	Speeding Involved Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	1	Tribal Lands
2012040310	40310	3	3	0	9	21	PINAL	297	MARICOPA WELLS	18	5	2012	14	47	0		.	5	Rural-Minor Collector		.	SR-238		33.079794440	-112.116527780	0	No Special Jurisdiction	12	Motor Vehicle In-Transport	8	Sideswipe - Opposite Direction	0	1	1	0	1	1	Daylight	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	5	Collector	1	Daytime	1	Weekday	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	1	Involving a Drowsy Driver	0	Not Tribal Lands
2012040311	40311	1	1	1	1	13	MARICOPA	0	NONE LISTED	19	5	2012	20	9	0		.	13	Urban-Other Principal Arterial		.	APACHE TRL		33.415352780	-111.609863890	0	No Special Jurisdiction	8	Pedestrian	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	1	2	Dark - Not Lighted	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	3	Principal arterial, other	2	Nighttime	2	Weekend	2	Other Crash	2	Other Crash	1	Pedestrian Involved Crash	1	Involving a pedestrian fatality	2	Other Crash	2	Other Crash	2	Other Crash	2	All Drivers With ZERO BAC Testing Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2012040312	40312	1	1	0	3	21	PINAL	0	NONE LISTED	19	5	2012	0	10	0		.	6	Rural-Local Road or Street		.	FREEMAN RD		32.904566670	-110.745363890	0	No Special Jurisdiction	35	Embankment	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	4	2	Dark - Not Lighted	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	6	Local	2	Nighttime	2	Weekend	2	Other Crash	1	Speeding Involved Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	All Drivers With ZERO BAC Testing Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2012040313	40313	2	2	0	3	19	PIMA	0	NONE LISTED	19	5	2012	1	0	0		.	3	Rural-Minor Arterial		.	SR-86		32.177636110	-111.046455560	0	No Special Jurisdiction	12	Motor Vehicle In-Transport	1	Front-to-Rear	0	1	1	0	2	2	Dark - Not Lighted	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	4	Minor arterial	2	Nighttime	2	Weekend	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	1	Driver With Positive BAC Testing Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2012040314	40314	1	1	0	4	1	APACHE	0	NONE LISTED	20	5	2012	11	32	1		.	1	Rural-Principal Arterial-Interstate		.	I-40		35.302336110	-109.126119440	3	Indian Reservation	35	Embankment	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	3	1	Daylight	98	Not Reported	No	0	0	0	None	None	None	1	1	Interstate	1	Interstate, principal arterial	1	Daytime	2	Weekend	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	1	Tribal Lands
2012040316	40316	2	2	0	3	13	MARICOPA	370	PHOENIX	24	5	2012	22	28	0		.	14	Urban-Minor Arterial		.	UNION HILLS DR	17TH AVE	33.654622220	-112.095766670	0	No Special Jurisdiction	1	Rollover/Overturn	0	Not a Collision with Motor Vehicle In-Transport	0	2	2	0	1	3	Dark - Lighted	1	Clear	No	14	0	0	Motor Vehicle struck by falling cargo,or something	None	None	1	2	Non-Interstate	4	Minor arterial	2	Nighttime	1	Weekday	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	All Drivers With ZERO BAC Testing Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2012040317	40317	2	2	0	5	21	PINAL	0	NONE LISTED	25	5	2012	19	25	0		.	4	Rural-Major Collector		.	GANTZEL RD	OCOTILLO RD	33.248994440	-111.563255560	0	No Special Jurisdiction	12	Motor Vehicle In-Transport	6	Angle	0	2	2	0	1	1	Daylight	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	5	Collector	2	Nighttime	2	Weekend	2	Other Crash	1	Speeding Involved Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	1	Driver With Positive BAC Testing Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2012040318	40318	1	1	0	14	1	APACHE	0	NONE LISTED	27	5	2012	11	0	0		.	9	Rural-Unknown Rural		.	UNKNOWN RD		99.999900000	999.999900000	1	National Park Service	1	Rollover/Overturn	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	6	1	Daylight	1	Clear	No	0	0	0	None	None	None	1	3	Unknown	7	Unknown	1	Daytime	2	Weekend	1	Large Truck Involved Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2012040319	40319	2	2	0	4	13	MARICOPA	370	PHOENIX	29	5	2012	18	35	0		.	13	Urban-Other Principal Arterial		.	INDIAN SCHOOL RD	45TH AVE	33.494911110	-112.155919440	0	No Special Jurisdiction	12	Motor Vehicle In-Transport	6	Angle	0	2	2	0	1	1	Daylight	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	3	Principal arterial, other	2	Nighttime	1	Weekday	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2012040320	40320	1	1	0	2	23	SANTA CRUZ	17	AMADO	22	5	2012	19	59	0		.	6	Rural-Local Road or Street		.	AMADO RD		31.710583330	-111.048527780	0	No Special Jurisdiction	1	Rollover/Overturn	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	1	3	Dark - Lighted	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	6	Local	2	Nighttime	1	Weekday	2	Other Crash	1	Speeding Involved Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2012040321	40321	1	1	0	1	13	MARICOPA	368	PEORIA	2	6	2012	3	43	1		.	12	Urban-Principal Arterial-Other Freeways or Expressways		.	SR-101		33.634736110	-112.238925000	0	No Special Jurisdiction	1	Rollover/Overturn	0	Not a Collision with Motor Vehicle In-Transport	1	18	1	0	4	3	Dark - Lighted	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	2	Freeway and expressway, principal arterial	2	Nighttime	2	Weekend	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	1	Driver With Positive BAC Testing Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2012040322	40322	2	2	0	2	15	MOHAVE	0	NONE LISTED	2	6	2012	12	47	1		.	1	Rural-Principal Arterial-Interstate		.	I-40		35.198452780	-113.917419440	0	No Special Jurisdiction	12	Motor Vehicle In-Transport	1	Front-to-Rear	0	1	1	0	1	1	Daylight	1	Clear	No	0	0	0	None	None	None	1	1	Interstate	1	Interstate, principal arterial	1	Daytime	2	Weekend	1	Large Truck Involved Crash	1	Speeding Involved Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2012040323	40323	1	1	0	1	3	COCHISE	0	NONE LISTED	2	6	2012	15	10	0		.	6	Rural-Local Road or Street		.	BARATARIA BLVD		31.481847220	-110.185391670	0	No Special Jurisdiction	5	Fell/Jumped from Vehicle	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	4	1	Daylight	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	6	Local	1	Daytime	2	Weekend	2	Other Crash	1	Speeding Involved Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	All Drivers With ZERO BAC Testing Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2012040324	40324	1	1	0	1	13	MARICOPA	370	PHOENIX	3	6	2012	13	26	1		.	12	Urban-Principal Arterial-Other Freeways or Expressways		.	SR-51		33.596563890	-112.009611110	0	No Special Jurisdiction	42	Tree (Standing Only)	0	Not a Collision with Motor Vehicle In-Transport	1	18	1	0	4	1	Daylight	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	2	Freeway and expressway, principal arterial	1	Daytime	2	Weekend	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	All Drivers With ZERO BAC Testing Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2012040325	40325	1	1	0	1	23	SANTA CRUZ	330	NOGALES	3	6	2012	22	36	0		.	16	Urban-Local Road or Street		.	HOHOKAM DR	CALLE SONORA	31.363827780	-110.929922220	0	No Special Jurisdiction	33	Curb	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	4	3	Dark - Lighted	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	6	Local	2	Nighttime	2	Weekend	2	Other Crash	1	Speeding Involved Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	1	Driver With Positive BAC Testing Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2012040326	40326	2	1	1	0	23	SANTA CRUZ	330	NOGALES	6	6	2012	11	54	0		.	16	Urban-Local Road or Street		.	HUGHES ST		31.349505560	-110.945294440	0	No Special Jurisdiction	8	Pedestrian	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	1	1	Daylight	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	6	Local	1	Daytime	1	Weekday	2	Other Crash	2	Other Crash	1	Pedestrian Involved Crash	1	Involving a pedestrian fatality	2	Other Crash	2	Other Crash	2	Other Crash	2	All Drivers With ZERO BAC Testing Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2012040327	40327	1	1	0	1	13	MARICOPA	368	PEORIA	8	6	2012	2	29	1		.	12	Urban-Principal Arterial-Other Freeways or Expressways		.	SR-101		33.587836110	-112.260852780	0	No Special Jurisdiction	59	Traffic Sign Support	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	4	3	Dark - Lighted	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	2	Freeway and expressway, principal arterial	2	Nighttime	1	Weekday	2	Other Crash	1	Speeding Involved Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	1	Driver With Positive BAC Testing Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2012040328	40328	1	1	1	3	19	PIMA	530	TUCSON	7	6	2012	19	30	0		.	13	Urban-Other Principal Arterial		.	LA CHOLLA BLVD	OMAR DR	32.332769440	-111.012897220	0	No Special Jurisdiction	15	Non-Motorist on Personal Conveyance	0	Not a Collision with Motor Vehicle In-Transport	0	3	2	0	1	5	Dusk	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	3	Principal arterial, other	2	Nighttime	1	Weekday	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2012040329	40329	2	2	0	2	19	PIMA	0	NONE LISTED	8	6	2012	18	20	0		.	4	Rural-Major Collector		.	SR-83		31.814147220	-110.712083330	0	No Special Jurisdiction	12	Motor Vehicle In-Transport	2	Front-to-Front	0	1	1	0	1	1	Daylight	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	5	Collector	2	Nighttime	2	Weekend	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2012040330	40330	1	1	0	1	19	PIMA	0	NONE LISTED	8	6	2012	21	54	0		.	4	Rural-Major Collector		.	GENERAL HITCHCOCK HWY		32.337480560	-110.690416670	0	No Special Jurisdiction	1	Rollover/Overturn	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	6	2	Dark - Not Lighted	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	5	Collector	2	Nighttime	2	Weekend	2	Other Crash	1	Speeding Involved Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	1	Driver With Positive BAC Testing Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2012040331	40331	1	1	0	2	13	MARICOPA	0	NONE LISTED	10	6	2012	3	12	1		.	2	Rural-Principal Arterial-Other		.	SR-85		33.136816670	-112.650561110	0	No Special Jurisdiction	1	Rollover/Overturn	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	4	2	Dark - Not Lighted	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	3	Principal arterial, other	2	Nighttime	2	Weekend	2	Other Crash	1	Speeding Involved Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	1	Driver With Positive BAC Testing Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2012040332	40332	1	1	1	1	15	MOHAVE	260	KINGMAN	13	6	2012	20	11	0		.	15	Urban-Collector		.	MOTOR AVE		35.208883330	-114.033675000	0	No Special Jurisdiction	8	Pedestrian	0	Not a Collision with Motor Vehicle In-Transport	0	8	1	0	2	3	Dark - Lighted	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	5	Collector	2	Nighttime	1	Weekday	2	Other Crash	2	Other Crash	1	Pedestrian Involved Crash	1	Involving a pedestrian fatality	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2012040333	40333	2	2	0	3	19	PIMA	530	TUCSON	14	6	2012	2	5	1		.	1	Rural-Principal Arterial-Interstate		.	I-10		32.030711110	-110.726138890	0	No Special Jurisdiction	12	Motor Vehicle In-Transport	2	Front-to-Front	0	1	1	0	1	2	Dark - Not Lighted	1	Clear	No	0	0	0	None	None	None	1	1	Interstate	1	Interstate, principal arterial	2	Nighttime	1	Weekday	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	1	Driver With Positive BAC Testing Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2012040334	40334	1	1	0	7	5	COCONINO	0	NONE LISTED	16	6	2012	14	10	1		.	2	Rural-Principal Arterial-Other		.	US-160		36.372102780	-110.894311110	3	Indian Reservation	35	Embankment	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	4	1	Daylight	1	Clear	No	0	0	0	None	None	None	4	2	Non-Interstate	3	Principal arterial, other	1	Daytime	2	Weekend	2	Other Crash	1	Speeding Involved Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	1	Tribal Lands
2012040335	40335	1	1	1	6	13	MARICOPA	290	MESA	17	6	2012	14	22	0		.	13	Urban-Other Principal Arterial		.	MESA DR		33.401886110	-111.822969440	0	No Special Jurisdiction	9	Pedalcyclist	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	1	1	1	Daylight	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	3	Principal arterial, other	1	Daytime	2	Weekend	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	1	Pedalcyclist Involved Crash	1	Involving a pedacyclist fatality	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2012040336	40336	2	2	0	4	7	GILA	0	NONE LISTED	19	6	2012	4	59	1		.	2	Rural-Principal Arterial-Other		.	SR-87	SR-188	34.036458330	-111.367577780	0	No Special Jurisdiction	12	Motor Vehicle In-Transport	6	Angle	0	2	2	0	1	1	Daylight	1	Clear	No	0	0	0	None	None	None	2	2	Non-Interstate	3	Principal arterial, other	2	Nighttime	1	Weekday	1	Large Truck Involved Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2012040337	40337	1	1	0	1	5	COCONINO	0	NONE LISTED	19	6	2012	20	48	0		.	4	Rural-Major Collector		.	SR-87		34.606655560	-111.218352780	0	No Special Jurisdiction	11	Live Animal	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	1	3	Dark - Lighted	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	5	Collector	2	Nighttime	1	Weekday	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	1	Driver With Positive BAC Testing Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2012040338	40338	1	1	0	1	13	MARICOPA	490	TEMPE	20	6	2012	2	31	1		.	11	Urban-Principal Arterial-Interstate		.	I-10		33.345827780	-111.972341670	0	No Special Jurisdiction	25	Concrete Traffic Barrier	0	Not a Collision with Motor Vehicle In-Transport	1	18	1	0	3	3	Dark - Lighted	1	Clear	No	0	0	0	None	None	None	1	1	Interstate	1	Interstate, principal arterial	2	Nighttime	1	Weekday	2	Other Crash	1	Speeding Involved Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	1	Driver With Positive BAC Testing Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2012040339	40339	2	2	0	6	12	LA PAZ	413	SALOME	20	6	2012	5	17	0		.	4	Rural-Major Collector		.	US-60	CENTER ST	33.779486110	-113.617272220	0	No Special Jurisdiction	12	Motor Vehicle In-Transport	6	Angle	0	2	2	0	1	4	Dawn	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	5	Collector	2	Nighttime	1	Weekday	2	Other Crash	1	Speeding Involved Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2012040340	40340	1	1	0	2	5	COCONINO	0	NONE LISTED	20	6	2012	18	16	0		.	4	Rural-Major Collector		.	US-180		35.338166670	-111.785761110	0	No Special Jurisdiction	1	Rollover/Overturn	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	4	1	Daylight	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	5	Collector	2	Nighttime	1	Weekday	2	Other Crash	1	Speeding Involved Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	All Drivers With ZERO BAC Testing Crash	2	Other Crash	1	Involving a Drowsy Driver	0	Not Tribal Lands
2012040341	40341	2	2	0	3	27	YUMA	0	NONE LISTED	20	6	2012	21	35	1		.	1	Rural-Principal Arterial-Interstate		.	I-8		32.783130560	-113.577063890	0	No Special Jurisdiction	54	Motor Vehicle In-Transport Strikes or is Struck by Cargo, Persons or Objects Set-in-Motion from/by Another Motor Vehicle In Transport	11	Other	0	1	1	0	1	2	Dark - Not Lighted	1	Clear	No	14	0	0	Motor Vehicle struck by falling cargo,or something	None	None	1	1	Interstate	1	Interstate, principal arterial	2	Nighttime	1	Weekday	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2012040342	40342	2	2	0	2	19	PIMA	0	NONE LISTED	22	6	2012	19	0	0		.	15	Urban-Collector		.	PICTURE ROCKS RD		32.327569440	-111.215625000	0	No Special Jurisdiction	12	Motor Vehicle In-Transport	2	Front-to-Front	0	1	1	0	1	1	Daylight	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	5	Collector	2	Nighttime	2	Weekend	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2012040343	40343	2	2	0	3	11	GREENLEE	320	MORENCI	25	6	2012	14	57	0		.	4	Rural-Major Collector		.	US-191		33.065716670	-109.329602780	0	No Special Jurisdiction	12	Motor Vehicle In-Transport	2	Front-to-Front	0	1	1	0	1	1	Daylight	1	Clear	No	0	0	0	None	None	None	2	2	Non-Interstate	5	Collector	1	Daytime	1	Weekday	1	Large Truck Involved Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2012040344	40344	1	1	0	1	11	GREENLEE	0	NONE LISTED	27	6	2012	20	12	0		.	4	Rural-Major Collector		.	US-191		33.336880560	-109.347897220	0	No Special Jurisdiction	11	Live Animal	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	1	2	Dark - Not Lighted	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	5	Collector	2	Nighttime	1	Weekday	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2012040345	40345	2	2	0	9	17	NAVAJO	0	NONE LISTED	28	6	2012	21	10	1		.	2	Rural-Principal Arterial-Other		.	US-160	SR-98	36.461158330	-110.692119440	3	Indian Reservation	12	Motor Vehicle In-Transport	6	Angle	0	2	3	0	1	2	Dark - Not Lighted	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	3	Principal arterial, other	2	Nighttime	1	Weekday	1	Large Truck Involved Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	1	Tribal Lands
2012040346	40346	1	1	0	1	25	YAVAPAI	0	NONE LISTED	30	6	2012	3	46	1		.	1	Rural-Principal Arterial-Interstate		.	I-17		34.533530560	-111.968027780	0	No Special Jurisdiction	1	Rollover/Overturn	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	3	2	Dark - Not Lighted	1	Clear	No	0	0	0	None	None	None	1	1	Interstate	1	Interstate, principal arterial	2	Nighttime	2	Weekend	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	All Drivers With ZERO BAC Testing Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2012040347	40347	1	1	1	2	5	COCONINO	170	FLAGSTAFF	2	5	2012	17	34	0		.	16	Urban-Local Road or Street		.	LINDA VISTA DR	PARADISE RD	35.221977780	-111.623038890	0	No Special Jurisdiction	15	Non-Motorist on Personal Conveyance	0	Not a Collision with Motor Vehicle In-Transport	0	2	4	0	1	1	Daylight	1	Clear	No	16	0	0	Non-occupant struck vehicle	None	None	1	2	Non-Interstate	6	Local	1	Daytime	1	Weekday	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	All Drivers With ZERO BAC Testing Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2012040348	40348	2	2	0	5	13	MARICOPA	0	NONE LISTED	2	6	2012	14	52	0		.	13	Urban-Other Principal Arterial		.	MC 85		33.377547220	-112.501158330	0	No Special Jurisdiction	12	Motor Vehicle In-Transport	1	Front-to-Rear	0	8	1	0	1	1	Daylight	1	Clear	No	0	0	0	None	None	None	4	2	Non-Interstate	3	Principal arterial, other	1	Daytime	2	Weekend	2	Other Crash	1	Speeding Involved Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	All Drivers With ZERO BAC Testing Crash	1	Involving a Distracted Driver	2	Other Crash	0	Not Tribal Lands
2012040349	40349	1	1	1	2	13	MARICOPA	200	GLENDALE	13	6	2012	20	30	0		.	14	Urban-Minor Arterial		.	BETHANY HOME RD		33.524030560	-112.189016670	0	No Special Jurisdiction	9	Pedalcyclist	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	1	3	Dark - Lighted	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	4	Minor arterial	2	Nighttime	1	Weekday	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	1	Pedalcyclist Involved Crash	1	Involving a pedacyclist fatality	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2012040350	40350	1	1	0	1	12	LA PAZ	0	NONE LISTED	27	6	2012	19	38	1		.	1	Rural-Principal Arterial-Interstate		.	I-10		33.623494440	-113.715222220	0	No Special Jurisdiction	1	Rollover/Overturn	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	3	5	Dusk	1	Clear	No	0	0	0	None	None	None	1	1	Interstate	1	Interstate, principal arterial	2	Nighttime	1	Weekday	2	Other Crash	1	Speeding Involved Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
